type_pre,type_post,weight
LAL050,GLNO,1
LAL050,FB4M,1
LAL050,FB5A,1
LHPV5g1_b,FB2M_a,1
CB1387,SA1_c,1
FB2B_b,ExR6,1
FB2B_b,LHCENT11,1
FB2B_b,APL,1
FB2B_b,LHPD4c1,1
FB2B_b,M_vPNml50,1
FB2B_b,SMP154,1
FB2B_b,SMP568_c,1
FB2B_b,CB1308,1
FB2B_b,LHPV5g1_b,1
FB2B_b,SMP198,1
FB2B_b,CRE057,1
FB2B_b,SMP126,1
FB2B_b,CB3873,1
FB2B_b,CRE054,1
FB2B_b,PFNm_a,1
FB2B_b,FS1A_a,1
FB2B_b,PAM13,1
FB2B_b,PAM03,1
FB2B_b,PAM02,1
FB2B_b,CRE069,1
FB2B_b,SMP714m,1
FB2B_b,PAM09,1
FB2B_b,mALB3,1
FB2B_b,CRE042,1
FB2B_b,SMP011_b,1
FB2B_b,MBON26,1
FB2B_b,LHAD1b2_d,1
FB2B_b,SMP443,1
SMP406_b,FB6V,1
CB2425,FB5A,1
PLP171,FB2I_b,1
vDeltaF,FB6M,1
LAL064,ExR7,1
LAL064,FB5Y_a,1
LAL064,FB2B_b,1
LAL064,FB4D_a,1
LAL064,FB2A,1
CRE054,ExR6,1
CRE054,FB4M,1
CRE054,FB5W_a,1
CRE054,PFR_b,1
SMP337,FS4A,1
FB8I,oviIN,1
FB8I,DNpe053,1
FB8I,SLP244,1
FB8I,SMP143,1
FB8I,FB4Y,1
FB8I,SMP199,1
FB8I,SMP504,1
FB8I,SMP505,1
FB8I,CB1910,1
FB8I,CB1181,1
FB8I,PLP121,1
FB8I,CB1178,1
FB8I,SMP180,1
FB8I,CB4088,1
FB8I,SLP199,1
FB8I,FB5O,1
FB8I,FB5R,1
FB8I,CB2572,1
FB8I,SLP414,1
FB8I,CB4134,1
FB8I,SMP371_a,1
FB8I,CB4157,1
FB8I,SMP346,1
FB8I,SMP368,1
FB8I,CB3539,1
FB8I,FB5Q,1
FB8I,SMP190,1
SMP408_c,FB1A,1
SMP408_c,FB1G,1
ER1_b,VES027,1
ER1_b,FB5X,1
ER1_b,PS233,1
ER1_b,FB1C,1
ER1_b,LAL120_b,1
FC1A,PEG,1
FC1A,FB6X,1
FC1A,vDeltaM,1
hDeltaI,vDeltaF,1
LHAD1b3,FB6I,1
SIP027,FB1E_b,1
LHPV5a2,FB5AB,1
CB2043,FB4P_a,1
CB2043,FB4O,1
CB4194,FB1H,1
SIP047,FB6O,1
SIP047,FB5Y_b,1
CB3556,FB9A,1
CB2936,FB4L,1
CB2936,FB5AA,1
CB2936,ER3a_c,1
CB2936,FB1C,1
CB2936,ExR3,1
SMP427,FB4M,1
SMP427,FB2J_b,1
SMP006,FB5F,1
SMP006,FB4Q_c,1
LAL060_a,FB4P_b,1
SMP297,FB1J,1
hDeltaL,PPM1201,1
hDeltaL,PEN_a(PEN1),1
FC3_b,FB6E,1
FC3_b,FB4J,1
FC3_b,hDeltaF,1
CB1744,FB8C,1
WED154,PFGs,1
PFNa,vDeltaM,1
PLP042_a,FS3_d,1
SMP567,FB2D,1
SMP567,FB6P,1
PEG,FR2,1
PEG,SMP238,1
PEG,PLP042_c,1
FB6Y,SMP377,1
FB6Y,SMP082,1
FB6Y,SMP320,1
FB6Y,vDeltaE,1
FB6Y,FB7C,1
FB6Y,SLP405,1
FB6Y,FB1I,1
FB6Y,SMP147,1
FB6Y,hDeltaK,1
FB6Y,SIP077,1
FB6Y,CRE105,1
FB6Y,SMP153_a,1
FB6Y,FB5H,1
FB6Y,SMP184,1
FB6Y,CRE023,1
FB6Y,SMP177,1
FB6Y,SMP269,1
FB5M,IPC,1
FB5M,FB5Y_b,1
FB5M,PS082,1
FB5M,FB4P_b,1
FB5M,FC1A,1
FB5M,FB5C,1
FB5M,vDeltaH,1
FB5M,CRE043_b,1
FB5M,FB5G_b,1
FB5M,FB5O,1
FB5M,FB4R,1
FB5M,FS3_a,1
FB5M,SAF,1
FB5M,vDeltaD,1
FB5M,FS1B_b,1
FB5M,MBON35,1
FB5M,FB5R,1
FB5M,FB4K,1
FB5M,SMP123,1
FB8C,AstA1,1
FB8C,SMP745,1
FB8C,SMP291,1
FB8C,SMP539,1
FB8C,SMP175,1
FB8C,aMe24,1
FB8C,PRW041,1
FB8C,SMP734,1
FB8C,DN1pA,1
FB8C,FS2,1
FB8C,SMP258,1
FB8C,SMP261,1
FB8C,ExR7,1
FB8C,SMP482,1
CB2230,FB5Y_b,1
hDeltaL,vDeltaG,1
hDeltaL,FB8I,1
SIP088,FB6G,1
SIP088,FB7F,1
SIP088,FB6T,1
SIP088,FB2F_d,1
ER3m,MBON10,1
FC2C,LAL060_a,1
SMP408_d,FB6P,1
SMP408_d,FB1A,1
LoVP81,FB4N,1
CRE062,FB5K,1
CRE062,FB4P_a,1
CRE062,FB5P,1
ER3a_a,AN09A005,1
LAL064,LNO2,1
CB3052,FB4Y,1
CB3052,FB4K,1
PFNd,FB2L,1
PFNd,FB2H_b,1
FC3_a,CRE107,1
FC3_a,FB6Z,1
FC3_a,FB6U,1
PFNd,FB2C,1
PFNd,FB1B,1
PFNd,FB4P_a,1
ATL012,FB5I,1
ATL012,FB6A_a,1
PRW009,FB8I,1
PRW009,FB8H,1
AVLP497,FB5C,1
SLP308,FB5C,1
CB2572,FB1J,1
hDeltaK,LAL194,1
hDeltaK,FB6T,1
CB4137,FB6I,1
CB4081,FB4R,1
MBON17,FB4X,1
SIP054,FB6A_c,1
SIP054,FB6K,1
CB2037,ExR6,1
CB3005,FB6V,1
CB3005,FB6F,1
ER3a_c,CRE055,1
ER3a_c,FB4K,1
ER3a_c,PFL3,1
ER3a_c,CRE054,1
CB2646,ExR3,1
KCa'b'-ap2,PFR_b,1
LHPD2a1,FB2F_a,1
KCa'b'-ap1,ExR1,1
AVLP560,FB2M_b,1
LHPV5e2,FB5AB,1
LHPV5e2,FB6C_b,1
LHPV5e2,SA2_b,1
LHPV5e2,SAF,1
LHPV5e2,FS4A,1
LHPV5e2,FB9A,1
LHPV5e2,FB7M,1
CL328,LCNOp,1
SIP053,FB6N,1
FC2A,LoVC12,1
FC2A,FB5L,1
FB5P,SMP568_d,1
FB5P,SMP471,1
FB5P,SMP152,1
FB5P,SMP153_a,1
FB5P,CRE076,1
FB5P,SMP456,1
FB5P,CRE026,1
FB5P,CRE095,1
FB5P,SMP007,1
FB5P,CRE081,1
FB5P,CRE019,1
FB5P,FB5J,1
FB5P,CB2577,1
FB5P,FB6P,1
FB5P,FS1B_b,1
FB5P,SMP449,1
FB5P,MBON27,1
FB5P,SMP178,1
FB5P,LAL024,1
FB5P,SMP437,1
FB5P,LAL013,1
FB5P,CRE078,1
FB5P,SMP048,1
FB5P,SMP058,1
FB5P,SMP386,1
FB5P,FS4A,1
FB5P,PAM05,1
FB5P,SMP595,1
FB5P,SMP143,1
FB5P,FS1A_c,1
FB5P,SMP370,1
FB5P,CB1871,1
FB5P,CB0325,1
FB5P,vDeltaM,1
FB5P,FB5Y_a,1
FB5P,SMP181,1
FB5P,SIP004,1
CB4087,SAF,1
CB4087,SA2_b,1
CL167,FB6S,1
CL167,FB1C,1
SMP446,FB5X,1
PS344,FB6M,1
SLP389,FB6T,1
FB4R,CL208,1
FB4R,FS1B_a,1
FB4R,PAM01,1
FB4R,CB2981,1
FB4R,SMP160,1
FB4R,SMP451,1
FB4R,CRE009,1
FB4R,SMP713m,1
FB4R,aIPg_m2,1
FB4R,IB017,1
CB1685,FB1E_b,1
CB1685,SAF,1
SIP089,FB5Y_b,1
WED040_c,FB4M,1
WED040_c,FB6M,1
WED040_c,ExR3,1
pC1_8c,FB1H,1
LHPD2b1,FB2H_b,1
ER3p_b,ER1_c,1
ER3p_b,ER3a_d,1
SIP054,FB5N,1
CB2040,FB6C_b,1
CRE018,FB5Q,1
CB3548,FB2I_a,1
CB3548,SA2_a,1
CB3548,FB8F_b,1
SA3,FB1E_a,1
SA3,PFNa,1
SA3,CSD,1
CB1976b,FB2H_a,1
CB1976b,FB2I_a,1
M_lvPNm31,FB6K,1
SLP273,FB8F_a,1
SLP273,FB7L,1
SLP273,FB8E,1
SLP273,FB1B,1
SLP273,FB5G_a,1
CRE017,FS1A_b,1
CRE017,FB1C,1
CRE017,FB5B,1
CRE017,FS1A_c,1
CRE017,FB4Q_c,1
CRE017,FB5Z,1
CRE017,FB2B_a,1
CRE017,FB2A,1
FB7L,FB6A_c,1
FB7L,SMP235,1
FB7L,FB5G_c,1
FB7L,CB3541,1
FB7L,FB5U,1
FB7L,FS1A_c,1
FB7L,FB4N,1
SLP451,FB5H,1
SLP451,FB2F_a,1
SLP451,FB2K,1
SLP451,FS1A_c,1
SLP451,FB5V_c,1
SLP451,FB6S,1
FS2,SMP076,1
FS2,vDeltaJ,1
FS2,FB5X,1
FS2,FB1B,1
FS2,PLP042_c,1
FS2,SLP390,1
FS2,SLP404,1
SMP429,FB5P,1
PFR_a,ER3a_c,1
PFR_a,SMP170,1
CB3782,FB6D,1
LAL188_a,FB2M_b,1
LAL188_a,ER1_c,1
WEDPN7B,FB1G,1
CB2235,ExR8,1
PFNp_c,hDeltaH,1
FB5G_a,ER5,1
FB5G_a,SMP542,1
FB5G_a,FB6S,1
FB5G_a,FC3_c,1
FB5G_a,CB2469,1
FB5G_a,FB5O,1
FB5G_a,LAL021,1
FB5G_a,EL,1
FB5G_a,SMP373,1
FB5G_a,FB5Y_a,1
FB5G_a,FB2D,1
FB5G_a,SMP517,1
FB5G_a,FB4R,1
FB5G_a,IB017,1
FB5G_a,CRE023,1
FB5G_a,CRE041,1
FB5G_a,LAL200,1
FB5G_a,LAL100,1
LAL031,FB4Q_c,1
CB3357,FB6A_b,1
WED168,LNOa,1
WED168,LNO1,1
CB2950,LNO2,1
PLP081,FB6M,1
CB2357,FB4Q_a,1
CB2357,FB5Y_a,1
CB2357,FC2B,1
CB2357,FB2M_a,1
CB2357,FB5H,1
FB7I,PRW001,1
FB7I,SLP075,1
FB7I,SMP250,1
FB7I,SLP388,1
FB7I,AOTU101m,1
FB7I,5-HTPMPD01,1
FB7I,SMP718m,1
FB7I,CB1529,1
FB7I,CB4127,1
FB7I,FB5D,1
FB7I,FB5F,1
FB7I,SMP565,1
FB7I,SMP153_b,1
FB7I,SMP182,1
FB7I,CB1200,1
FB7I,SMP399_b,1
FB7I,SMP408_b,1
FB7I,SLP183,1
FB7I,SMP452,1
FB7I,SMP171,1
FB7I,SMP407,1
FB7I,FB9B_c,1
FB7I,CB4198,1
FB7I,FS3,1
FB7I,SMP371_a,1
FB7I,SMP291,1
FB7I,SLP164,1
FB7I,FS1A_a,1
FB7I,SMP337,1
FB7I,AN05B101,1
FB7I,SMP049,1
FB7I,CB0024,1
SMP024,FB5G_c,1
SMP024,FB4P_a,1
KCg-m,FB2B_b,1
CB1201,SA3,1
SMP118,FB4H,1
SMP247,FB5Q,1
PRW017,FB6K,1
PS072,SA3,1
LHPD2a4_b,FB5X,1
LHPD2a4_b,FB5J,1
CB1168,FB6O,1
SMP133,FB4H,1
SMP133,FB5O,1
SMP133,FB7C,1
SLP252_a,FB9A,1
LAL048,PFL3,1
LAL048,FB3C,1
vDeltaI_b,FB6R,1
FC1A,PEN_b(PEN2),1
AN07B035,FB4M,1
SMP059,FB4X,1
SMP059,FB4C,1
SMP059,FB1E_a,1
SMP059,FB7E,1
SMP179,FB4E_b,1
SMP179,FB4D_b,1
SMP179,FB4A_b,1
SMP179,FB2M_a,1
PLP121,ExR3,1
PLP121,FB8F_a,1
PLP121,FB7M,1
PLP121,FB5O,1
PLP121,FB5N,1
FC1A,FB5D,1
FC1A,FB3D,1
FC1A,vDeltaE,1
FC1A,FB5U,1
WED038,ExR8,1
CB3507,FB6A_a,1
LAL151,PFR_b,1
CRE052,ExR1,1
CRE052,FB6P,1
CB4137,FB8F_a,1
CB2467,SA2_b,1
SMP124,FB5V_c,1
SLP088_a,SA1_c,1
SLP088_a,FB8D,1
CRE010,FB2M_a,1
CRE010,FB2L,1
CRE010,FB4M,1
hDeltaA,FB4B,1
hDeltaA,FC1E,1
WED128,ExR8,1
CRE052,FB2B_b,1
CB1222,ExR2,1
CB2066,ExR4,1
CB2066,FB4E_a,1
AN07B101_c,IbSpsP,1
CB3197,ExR5,1
FB7L,SMP379,1
FB7L,EPG,1
FB7L,SLP268,1
FB7L,CB4023,1
FB7L,PRW004,1
LAL196,LCNOp,1
ER1_a,mALD1,1
ER1_a,SMP145,1
ER1_a,CB2713,1
ER1_a,LAL133_a,1
ER1_a,LAL093,1
ER1_a,CRE074,1
ER1_a,LAL073,1
SMP405,FB2B_a,1
SMP405,FB6T,1
SMP405,FB7E,1
SMP405,FB6C_a,1
FS1A_a,CRE076,1
FS1A_a,SMP567,1
FS1A_a,CB1346,1
FS1A_a,CRE013,1
CB1379,FB6H,1
CB2105,FB7A,1
CB2105,FB6C_b,1
SMP198,FB2M_b,1
SMP198,FB4Q_a,1
SMP198,FB5F,1
SMP198,FB2G_b,1
SMP198,FB8C,1
SMP198,FB1H,1
SMP095,FS4A,1
SMP095,FB8F_a,1
SMP039,FB5M,1
SMP039,FB1C,1
CRE026,ExR4,1
CRE026,FB4F_b,1
CRE026,FB5W_a,1
CRE026,FB4M,1
CRE026,FB2C,1
CRE026,FB5Q,1
FB6K,hDeltaB,1
FB6K,SMP142,1
FB6K,FB2L,1
FB6K,FB4A_a,1
FB6K,FB5E,1
FB6K,FB5K,1
FB6K,PRW028,1
FB6K,PFNv,1
FB6K,PFNd,1
FB6K,PEG,1
FB6K,SMP181,1
FB6K,SMP146,1
EPGt,OA-VPM3,1
EPGt,ExR8,1
EPGt,GLNO,1
EPGt,CRE054,1
SMP570,FB5X,1
vDeltaE,DNc02,1
FC1F,ATL029,1
FC1F,CRE059,1
FC1F,FB4D_c,1
FC1F,FB5G_a,1
FC1F,SMP562,1
FC1F,PAM13,1
CB1352,FB1D,1
CB1352,FS4A,1
WED038,FB6M,1
SMP293,FB7K,1
SMP293,FB6M,1
SMP293,FS3_d,1
SMP293,FS4A,1
SMP293,FB5G_b,1
SMP293,ExR7,1
SMP293,ExR4,1
SMP562,FB4Q_b,1
SMP562,FB6W,1
SMP562,FB5P,1
SMP562,FB5X,1
SMP562,FC1D,1
SMP562,FB5I,1
SMP562,FB4X,1
SMP562,FB2L,1
LHPV4c1_c,FB2I_b,1
ATL007,FB5V_a,1
ATL007,IbSpsP,1
ATL007,FB4P_a,1
IB095,ExR5,1
FC3_b,FB4E_b,1
FC3_c,DNc02,1
FC3_c,FB1I,1
LHPV5d3,FB6V,1
LHPV5d3,FB8F_a,1
PLP042_b,FB4X,1
PLP042_b,FB1G,1
hDeltaD,CL360,1
hDeltaD,hDeltaG,1
vDeltaD,FB8I,1
SpsP,LAL203,1
SpsP,CB2366,1
SpsP,CB1834,1
SpsP,PFNp_a,1
SpsP,WED184,1
SMP491,FS3_c,1
SMP491,FB1G,1
pC1_10c,FB1G,1
pC1_10c,FB1H,1
LAL043_e,LNO1,1
LAL043_e,FB4Y,1
LAL043_e,FB4F_c,1
LAL043_e,FB5N,1
SLP363,SA2_b,1
FB4O,SMP184,1
FB4O,ExR1,1
FB4O,MBON13,1
FB4O,FB5AB,1
FB4O,SMP385,1
FB4O,FB1I,1
FB4O,SMP157,1
FB4O,AOTU020,1
FB4O,CRE045,1
FB4O,FB2D,1
FB4O,pC1_15b,1
FB4O,CRE104,1
FB4O,FB6U,1
FB4O,FB7I,1
FB4O,CRE034,1
FB4O,SIP073,1
FB4O,CB1287,1
FB4O,FB6L,1
FB4O,FS4B,1
FB4O,FB1J,1
FB4O,SMP254,1
FB4O,SMP186,1
FB4O,SMP156,1
FB4O,MBON02,1
CB1504,ExR4,1
CB1504,ER1_c,1
CB1504,FB3C,1
CB1504,ER1_b,1
CB1504,FB1G,1
SMP219,FB7C,1
SMP219,FB8C,1
ER3d_b,TuBu03,1
DNg03,FB1G,1
SLP173,FB8E,1
SLP173,FB7K,1
SLP173,FB1B,1
SLP173,FB8F_b,1
CRE001,FB6P,1
CRE001,FB6T,1
CRE018,FB2D,1
CRE018,FB4A_b,1
SMP119,FB6N,1
SMP119,FB5W_a,1
SMP119,FB4Q_b,1
SLP405,ExR3,1
SLP405,FB5C,1
SLP405,FB6E,1
SLP405,FB6D,1
LAL019,GLNO,1
LAL019,FB1C,1
FB7E,SMP356,1
FB7E,FB5R,1
FB7E,AOTU029,1
FB7E,SMP450,1
FB7E,CRE019,1
FB7E,CRE108,1
FB7E,hDeltaJ,1
FB7E,SMP438,1
FB7E,FS1B_a,1
FB7E,FB2K,1
FB7E,CRE026,1
FB7E,CRE071,1
FB7E,SMP344,1
FB7E,FB2D,1
FB7E,CRE078,1
FB7E,CRE027,1
FB7E,SMP234,1
FB7E,LHPV7c1,1
FB7E,OA-VPM3,1
FB7E,DGI,1
FB7E,SMP489,1
WED010,FB4Y,1
FC2A,LAL200,1
FC2A,KCg-s2,1
FC2A,FB6U,1
FC2A,SMP110,1
FC2A,CRE019,1
FC2A,FB6V,1
LHPV6a3,SA1_a,1
FC2B,PFNv,1
FC2B,CB4155,1
FC2B,PLP046,1
FC2B,ATL006,1
CRE018,FB2K,1
SMP713m,FB5AB,1
SMP713m,FB4D_a,1
LAL110,FB5W_b,1
LAL110,FB5Z,1
CB3147,FB6Y,1
CB3147,FB2M_b,1
SIP049,FB2M_a,1
CB3010,FB2G_b,1
SMP236,FB6T,1
SMP236,FB6F,1
PEN_b(PEN2),PFNm_a,1
PEN_b(PEN2),SMP505,1
LAL043_c,FB5A,1
LAL043_c,PFL3,1
LAL043_c,FB4I,1
SIP024,FB4Y,1
FB6K,PRW002,1
FB6K,FB8G,1
FB6K,SMP338,1
FB2G_b,oviIN,1
FB2G_b,FB4B,1
FB2G_b,FB4M,1
FB2G_b,CRE003_b,1
FB2G_b,SIP047,1
FC3_a,FB7H,1
FC3_a,FB6C_a,1
FC3_a,FB1F,1
FC3_a,FB6I,1
CRE059,FB2K,1
CRE059,FB2B_b,1
CRE067,FB4G,1
CRE067,FB6N,1
CRE067,FB5V_a,1
CRE067,ExR6,1
EPGt,ExR2,1
EPGt,ExR7,1
EPGt,LAL100,1
SLP241,FB6V,1
LHPV5d1,FB8D,1
LHPD2a4_a,FB2G_b,1
LHPD2a4_a,FB4N,1
LHPD2a4_a,FB5H,1
CRE039,FB1H,1
PLP160,FB6E,1
PLP160,FB1D,1
PLP160,FB2H_a,1
SMP381_b,FB4Y,1
SMP381_b,FB4P_a,1
SIP032,FB2G_a,1
CB2523,FB1C,1
CB2523,ExR4,1
CB2116,FB1G,1
CB2116,FB7C,1
SMP405,ExR3,1
ER1_b,LAL115,1
ER1_b,FB2A,1
FB2G_b,FB5A,1
FB2G_b,LC33,1
FB2G_b,SIP086,1
FB2G_b,WED081,1
FB2G_b,LAL147_a,1
FB2G_b,PFNm_a,1
FB2G_b,SA3,1
FB2G_b,CB2295,1
FB2G_b,FS3,1
WED037,LCNOpm,1
WED101,FB2A,1
CB1685,FB7K,1
CB1685,FB8A,1
VP1l+_lvPN,FB8C,1
SMP734,FB6V,1
IB053,ExR3,1
IB053,FB1G,1
SAF,LoVC12,1
SAF,PFL1,1
SAF,SLP414,1
SAF,CB3050,1
SAF,FS3,1
SLP087,FB9C,1
SMP328_b,FB4L,1
CB2037,FB4Y,1
SIP077,FB7A,1
SIP077,FB1E_a,1
SIP077,FB6B,1
SIP077,FB7H,1
FB5V_c,hDeltaM,1
FB5V_c,FC2C,1
FB5V_c,FS3_a,1
FB5V_c,FB6V,1
SLP347,FS4A,1
SLP347,FB8D,1
SLP347,FB9C,1
PFNd,ExR8,1
LAL150,FB2D,1
SIP048,FB6C_a,1
SIP048,FB1G,1
SIP048,FB2H_b,1
SIP048,FB2G_b,1
SIP048,FB7K,1
CB1858,FB8F_a,1
CB1858,FB7F,1
CB1858,FB6T,1
WED009,LNO2,1
WED155,ExR1,1
FC1E,FB4K,1
SMP315,FB4Q_a,1
PLP043,ER1_b,1
FC1D,FB5W_a,1
FC1D,CRE082,1
SMP452,FS2,1
IbSpsP,ATL009,1
IbSpsP,ATL040,1
IbSpsP,ATL001,1
IbSpsP,IB018,1
PLP013,FB3A,1
hDeltaC,vDeltaJ,1
WED078,FB4L,1
LHPD2c2,FB2C,1
LAL052,ExR6,1
LAL052,FB2L,1
LAL052,FB4C,1
LAL052,GLNO,1
LAL052,FB4M,1
LAL052,ER1_b,1
LAL052,FB5Z,1
SMP566,FB4Y,1
SMP566,FB6Y,1
hDeltaF,FB1J,1
hDeltaF,FC1B,1
FB6P,FB1I,1
FB6P,FB6O,1
FB6P,hDeltaH,1
FB6P,PFL2,1
FB6P,FB4E_a,1
FB6P,FC1C_b,1
FB6P,FB5E,1
FB6P,FB5G_b,1
FB6P,FC1E,1
FB6P,FB5R,1
FB6P,FB5H,1
FB6P,SMP371_b,1
CB4088,SA1_c,1
FB4O,AVLP032,1
FB4O,GNG587,1
FB4O,CRE004,1
FB4O,LAL159,1
FB4O,CRE102,1
FB4O,LAL154,1
FB4O,SMP384,1
FB4O,SMP180,1
FB4O,LAL192,1
FB4O,LHAD2d1,1
FB4O,CRE066,1
FB4O,SMP469,1
FB4O,CB2719,1
FB4O,FB8I,1
FB4O,SLP450,1
FB4O,hDeltaL,1
FB4O,SIP053,1
FB4O,SMP131,1
FB4O,CRE086,1
FB4O,PAM15,1
FB4O,SIP028,1
FB4O,CB1434,1
FB4O,FB2K,1
FB4O,SMP012,1
FB4O,SMP135,1
FB4O,SMP386,1
FB4O,CRE079,1
FB4O,SMP145,1
FB4O,CRE046,1
vDeltaC,FB6X,1
FC2A,CRE080_b,1
FC2A,FB5G_b,1
CB2227,FB4B,1
PLP044,ExR4,1
PS240,FB9C,1
CB2787,FB6M,1
WED152,LNO2,1
WED152,FB3A,1
WED152,FB6M,1
PS109,FB6M,1
SIP019,FB6A_b,1
SMP126,FB4P_a,1
SMP126,FB5N,1
SMP126,FB5G_b,1
SMP126,FB8G,1
SMP126,FB5W_a,1
SMP126,FB6X,1
hDeltaK,FR1,1
hDeltaK,FB5V_c,1
FB6X,ExR3,1
FB6X,AVLP563,1
FB6X,LHPV5e3,1
FB6X,FB7A,1
FB6X,FB5D,1
FB6X,FB7H,1
FB6X,FB5N,1
FB6X,FB6H,1
FB6X,SMP269,1
FB6X,CB3052,1
FB6X,FS1A_b,1
FB6X,SMP150,1
FB6X,FC3_c,1
FB6X,FB8E,1
FB6X,FB6T,1
FB6X,EL,1
FB6X,FB6M,1
FB6X,FS3_a,1
FB6X,ATL018,1
FB6X,SMP010,1
FB6X,SMP715m,1
FB6X,SMP142,1
FB6X,AN19B019,1
CB1897,FB1A,1
FC1D,FB4Y,1
FC1D,EL,1
SMP403,FB7C,1
SIP113m,FB4K,1
PEG,CRE074,1
PEG,PFNd,1
PEG,FB5P,1
PEG,FB4Z_b,1
PEG,PFNp_a,1
PEG,FC3_b,1
PEG,LAL183,1
FC3_b,DNc02,1
FC3_b,FB4F_a,1
FB6R,FB7L,1
FB6R,FB6Q,1
FB6R,vDeltaC,1
FB6R,FB8C,1
FB6R,FB9A,1
FB6R,FB8F_b,1
FB6R,FB8G,1
FB6R,FS3,1
FC1E,FB3A,1
AVLP752m,FB5W_a,1
M_lPNm11B,FB2J_c,1
SMP573,FB5H,1
SMP573,FB4N,1
SMP573,FB5N,1
LoVP17,FB2J_c,1
FB3C,MBON10,1
hDeltaE,EL,1
hDeltaE,EPG,1
hDeltaL,FB8H,1
hDeltaL,FB4Z_b,1
SMP085,FB5W_a,1
ICL010m,FB4K,1
ICL010m,FB5D,1
ICL010m,FB5W_b,1
ICL010m,FB1H,1
SIP011,FB2B_b,1
PLP145,ExR5,1
MeTu3b,FB4L,1
vDeltaF,FS3_b,1
vDeltaF,FC,1
vDeltaF,FC1A,1
M_lvPNm35,FB8H,1
SMP399_c,FB6C_b,1
LAL151,PFR_a,1
LAL151,FB3D,1
SIP032,FB2M_b,1
PFL1,SMP111,1
PFL1,SMP008,1
PFL1,SMP451,1
PFL1,WED153,1
PFL1,LAL112,1
PFL1,FB6A_a,1
PFL1,PPL103,1
FC2C,FB4D_c,1
FC2C,ATL022,1
CL244,ExR3,1
FC2A,FS4B,1
FC2A,FB5AA,1
LAL188_b,PFL1,1
ER3a_a,SMP568_a,1
ER3a_a,PFGs,1
ER3a_a,FB1C,1
ER3a_a,CRE055,1
ER3a_a,SIP028,1
CB4194,FB7E,1
CB4194,FB5Z,1
CB4194,FB5Y_a,1
SMP036,FB5Z,1
PLP100,FB4L,1
ER3p_a,ER2_c,1
CB2922,FB2F_a,1
SMP419,FB2F_b,1
SMP419,FB2M_a,1
SMP419,FB4R,1
WED041,FB6M,1
WEDPN7C,ExR6,1
WEDPN7C,FB4B,1
WEDPN7C,FB2B_a,1
WEDPN7C,ExR7,1
WEDPN7C,EPG,1
CB4139,FB2E,1
CB4139,FB8G,1
CB4139,FB8A,1
LC33,ER4m,1
LC33,FB5X,1
LAL035,FB5Q,1
FB5E,EPG,1
FB5E,FB9B_e,1
FB5E,FB4L,1
FB5E,SIP028,1
FB5E,PAM05,1
FB5E,LAL013,1
FB5E,CRE069,1
FB5E,PPL107,1
FB5E,SMP142,1
FB5E,FB6L,1
FB5E,SMP448,1
FB5E,CB1316,1
FB5E,FB4E_c,1
FB5E,CRE019,1
FB5E,vDeltaE,1
FB5E,SMP240,1
FB5E,SMP567,1
FB5E,PEG,1
FB5E,FB5G_a,1
FB5E,PLP187,1
FB5E,FB7E,1
FB5E,FB4A_b,1
FB5E,FB5Y_b,1
FB5E,PFNd,1
FB5E,CRE105,1
FB5E,CRE009,1
FB5E,SMP386,1
FB5E,LHPV8a1,1
FB5E,FB4C,1
FB5E,SMP577,1
FB5E,LAL129,1
FB5E,LAL182,1
FB5E,SMP199,1
FB5E,LHPD5a1,1
FB5E,ExR6,1
LoVP17,FB2E,1
SMP448,FB5D,1
SMP448,FB5Y_a,1
CB4073,FS1A_c,1
PS337,SpsP,1
SMP573,FB4P_c,1
SMP573,FB4F_c,1
SMP573,FB4F_a,1
SMP573,FB5Z,1
SMP573,LNO1,1
SMP573,FB5W_a,1
CB1923,FB6Z,1
PEG,LAL123,1
PEG,LNO2,1
FS1A_c,SIP067,1
FB6U,AstA1,1
FB6U,DNp48,1
FB6U,SLP031,1
FB6U,SLP021,1
FB6U,SMP012,1
FB6U,SMP504,1
FB6U,CB1858,1
FB6U,ATL004,1
FB6U,SMP542,1
FB6U,CB1949,1
FB6U,SMP409,1
FB6U,SMP025,1
FB6U,FB5P,1
FB6U,SLP451,1
FB6U,SIP005,1
FB6U,SIP048,1
FB6U,SIP006,1
FB6U,SMP251,1
FB6U,CB1871,1
FB6U,FC3_c,1
FB6U,FB7B,1
FB6U,SMP410,1
FB6U,CB2105,1
FB6U,SLP281,1
FB6U,SIP003_b,1
FB6U,SMP352,1
FB6U,SMP531,1
FB6U,SMP448,1
FB6U,CB2638,1
FB6U,CB4110,1
FB6U,CB2469,1
FB6U,SMP096,1
FB6U,PAM03,1
FB6U,SLP397,1
FB6U,SMP386,1
FB6U,CRE041,1
FB6U,SIP067,1
FB6U,SLP327,1
FB6U,SMP548,1
FB6U,SMP083,1
hDeltaC,LHPV10d1,1
hDeltaC,FS3,1
SAD043,FB4B,1
SAD043,LPsP,1
SAD043,ExR4,1
FC1B,hDeltaK,1
FC1B,FB4Z_a,1
SLP461,FB5Q,1
SLP461,FB4K,1
SLP461,FB5Z,1
SLP461,FB4D_a,1
SMP568_a,FB1G,1
CB2298,FB6I,1
WEDPN17_a1,FB4B,1
WEDPN17_a1,PFL2,1
FB2F_c,SIP029,1
FB2F_c,FB4B,1
FB2F_c,FB1D,1
FB2F_c,SMP565,1
